Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1738509394,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509395,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509396,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509397,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509398,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509399,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509400,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509401,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509402,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509403,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509404,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509405,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509406,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509407,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509408,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1738509409,1,,Aggregated,0.000000,0.000000,80,80,80,80,80,80,80,80,80,80,80,2,0,23.120986000321864,51.545173500244346,23.120986000321864,79.96936100016683,169.0
1738509410,2,,Aggregated,0.000000,0.000000,24,24,80,80,80,80,80,80,80,80,80,4,0,23,34.029559750138105,9.516405999875133,79.96936100016683,169.0
1738509411,3,,Aggregated,0.000000,0.000000,23,24,29,29,80,80,80,80,80,80,80,7,0,23,26.026112714329688,7.234806999804277,79.96936100016683,181.28571428571428
1738509412,4,,Aggregated,2.000000,0.000000,21,23,24,29,80,80,80,80,80,80,80,9,0,21,23.729772111184705,7.234806999804277,79.96936100016683,178.55555555555554
1738509413,5,,Aggregated,2.000000,0.000000,21,22,24,24,29,80,80,80,80,80,80,12,0,14,21.477040000074037,7.234806999804277,79.96936100016683,169.08333333333334
1738509414,6,,Aggregated,2.333333,0.000000,14,21,23,24,29,80,80,80,80,80,80,15,0,14,20.082262800042372,7.234806999804277,79.96936100016683,186.13333333333333
1738509415,7,,Aggregated,2.250000,0.000000,14,22,24,29,48,80,80,80,80,80,80,20,0,14,20.280780150028477,7.234806999804277,79.96936100016683,194.65
1738509416,8,,Aggregated,2.400000,0.000000,14,22,24,26,29,48,80,80,80,80,80,22,0,14,20.135891545475136,7.234806999804277,79.96936100016683,192.3181818181818
1738509417,9,,Aggregated,2.666667,0.000000,19,21,23,24,29,48,80,80,80,80,80,26,0,14,19.82372411538773,7.234806999804277,79.96936100016683,215.0
1738509418,10,,Aggregated,2.857143,0.000000,14,20,21,23,29,48,80,80,80,80,80,33,0,14,18.387476939399978,7.234806999804277,79.96936100016683,223.3939393939394
1738509419,11,,Aggregated,2.875000,0.000000,14,20,21,22,26,29,80,80,80,80,80,41,0,14,17.75135978048239,7.199274999948102,79.96936100016683,258.609756097561
1738509420,12,,Aggregated,3.000000,0.000000,15,20,21,23,29,48,91,91,91,91,91,46,0,14,19.055555543455622,6.032408000010037,90.66219499982253,269.2826086956522
1738509421,13,,Aggregated,3.300000,0.000000,15,20,21,23,26,48,80,91,91,91,91,51,0,15,18.727108549005518,6.032408000010037,90.66219499982253,277.8627450980392
